INPUT,English,Portuguese
LBL_NAME,Right Name,nome correto
LBL_SEARCH,Search,buscar
LBL_HEADING,Is Parent,é pai/mãe.
LBL_ACTIVE,Is Active,está ativo.
LBL_NOITEMS,No items was found,nenhum item foi encontrado.
LBL_CONFIRMDELETION,Confirm deletion,confirmar exclusão.
LBL_DELETE_MESSAGE,You are about to delete the right,você está prestes a excluir o direito?
MSG_CANTDELETE,Deletion Failed,falha na exclusão.
MSG_CANNOTDELETE_RIGHT,Can not find right,não consigo encontrar o correto.
LBL_TITLE_NAME,Title Name,título nome.
LBL_MENU_NAME,Right Name,nome correto
LBL_HEADER,Header,cabeçalho.
LBL_ADDNEW,ADD,adicionar
LBL_FEATURE_NAME,Parent Right Name,nome do responsável.
LBL_APP_NAME,Application Name,nome do aplicativo
LBL_DROP_RIGHT,Select,selecionar
LBL_DROP_FEATURE,Select,selecionar
LBL_PATENT_RIGHT,Parent Right,direito dos pais.
MSG_CHILDMAP_RIGHT,Please remove the child menu mapping,"por favor, remova o mapeamento do menu infantil."
LBL_TITLE,Permissions,permissões
LBL_MENU,Right Name,nome correto.
LBL_TITLE,Add Permission Feature ,recurso de adicionar permissão
LBL_EDIT_TITLE,Edit Permission Feature,recurso de edição de permissão.
LBL_ROLE_NAME,Permission Feature Name,nome da funcionalidade de permissão
LBL_SAVE,Save,salvar
LBL_COMMENT,Comment,comentário
LBL_ISACTIVE,Is Active,está ativo.
SAVE_RESULT,Save Result,salvar resultado
MSG_UNKNONW_ERROR,Unknow error has occured,ocorreu um erro desconhecido.
SAVE_OK,Permission Feature is saved succesfully!,a funcionalidade de permissão foi salva com sucesso!
MSG_CANNOT_ADDROLE,Cannot add Permission Feature,não é possível adicionar a funcionalidade de permissão.
MSG_CURRENTROLE_NOTFOUND,Cannot find current Permission Feature,não é possível encontrar a função de permissão atual.
MSG_ALREADY_EXISTS,Feature name already exists,o nome da funcionalidade já existe.
MSG_ROLE_EXISTS,Permssion Feature name already exists,o nome do recurso de permissão já existe.
LBL_TITLE,Permission Feature Summary,resumo da função de permissão.
LBL_ROLE_NAME,Permission Feature Name,nome da funcionalidade de permissão
LBL_SEARCH,Search,buscar.
LBL_ADDNEW,Add,adicionar
LBL_ACTIVE,Is Active,está ativo.
LBL_NOITEMS,No item was found,nenhum item foi encontrado.
LBL_NODATA,Oops! No load matching your search were found,oops! não foi encontrado nenhum resultado correspondente à sua pesquisa.
LBL_CONFIRMDELETION,Confirm deletion,confirmar exclusão.
LBL_DELETE_MESSAGE,You are about to delete the Permission Feature,você está prestes a excluir a funcionalidade de permissão.
MSG_CANTDELETE,Deletion Failed,falha na exclusão
MSG_CANNOTFOUND_ROLE,Permission Feature Not Found,recurso de permissão não encontrado.
NO_FOUND,No result found!,nenhum resultado encontrado!
NO_FOUND_MSG,No results found based on your search.,nenhum resultado encontrado com base na sua busca.
LBL_CLR,Clear search,limpar busca.
LBL_ADD_MSG,or add permission feature,a função de adicionar permissão
LBL_BTN_ADD,Add permission feature,recurso de adicionar permissão
MSG_CANNOT_DELETE,Cannot delete permission feature because it is map to right,não é possível excluir a permissão da funcionalidade porque está mapeada para o direito.
LBL_TITLE,Add Right,adicionar à direita.
LBL_EDIT_RIGHT,Edit Right,editar direito
LBL_RIGHT_NAME,Right Name,nome correto.
LBL_SAVE,Save,salvar
LBL_HEADING,Is Parent,é pai/mãe.
LBL_ISADMIN,Is Admin,é administrador.
LBL_PATH,Path,"""caminho"""
LBL_ISACTIVE,Is Active,está ativo.
SAVE_RESULT,Save,salvar
LBL_SELECT_PARENT,Select Parent,selecionar pai.
MSG_UNKNONW_ERROR,Unknow error has occured,um erro desconhecido ocorreu.
SAVE_OK,Right is saved succesfully!,a direita foi salva com sucesso!
MSG_CANNOT_ADDROLE,Cannot add right,não é possível adicionar certo.
MSG_CURRENTROLE_NOTFOUND,Cannot find current right,não é possível encontrar o direito atual.
MSG_ROLE_EXISTS,Cannot save right because it already exists,não é possível salvar agora porque ele já existe.
MSG_SELECT_PARENT,Please select at least one parent,"por favor, selecione pelo menos um pai."
LBL_FEATURE_NAME,Application Name,nome do aplicativo.
LBL_DROP_FEATURE,Select Application Name,selecionar nome do aplicativo
LBL_RANKING,Ranking,classificação
LBL_PERMISSION_FEATURE,Permission Feature,recurso de permissão
MSG_RIGHT_REQ,Right Name is required,o nome correto é obrigatório.
MSG_APPLI_REQ,Application Name is required,o nome do aplicativo é obrigatório.
MSG_RANK_REQ,Ranking is required,classificação é necessária.
MSG_PATH_REQ,Path is required,o caminho é obrigatório.
MSG_PARENT_REQ,Parent is required,o pai/mãe é obrigatório.
TITLE,Organization Details,detalhes da organização
TAB_ORGANIZATION,Organization,organização
TAB_USER,Users,usuários
TAB_SUBSCRIPTION,Subscription Details,detalhes da assinatura.
TAB_BASIC_INFO,Profile,perfil.
SAVE_OK,Organization photo uploaded successfully,foto da organização carregada com sucesso.
SAVE_DELETE,Organization photo deleted successfully,foto da organização excluída com sucesso.
LBL_SEGMENT,Segment,segment → segmento
LBL_PROFILE,Profile,perfil
LBL_ACCESS_URL,Access URL,acesso à url
LBL_USER_ADD,Add User,adicionar usuário.
LBL_USER_INFO,To view user details search or add user,"para visualizar detalhes do usuário, pesquise ou adicione usuário."
LBL_USER,Add user,adicionar usuário
LBL_NO_FOUND,No result found!,nenhum resultado encontrado!
LBL_NO_FOUND_TEXT,No results found based on your search.,nenhum resultado encontrado com base na sua pesquisa.
LBL_CLEAR_SEARCH,Clear search,limpar pesquisa
LBL_CLEAR_TEXT,or add user,adicionar usuário
LBL_ANALYSIS,Result analytics,análise de resultados.
LBL_TOTAL_USER,Total Users,total de usuários
LBL_USER_ANALITICS,User anaylitics,análise de usuário.
LBL_USER_ROLE,User role,função do usuário
LBL_TITLE,Subscription details,detalhes da assinatura.
LBL_ORGANIZATION,Organization,organização
LBL_USERS,Users,usuários
LBL_SUBSCRIPTION,Subscription,assinatura
LBL_SUBSCRIPTION_CODE,Subscription#,assinatura#
HEADER,Organization Details,detalhes da organização
LBL_COMPANY_NAME,Organization name,nome da organização.
LBL_TBL_NAME,Name,nome
LBL_EDIT,Edit,editar.
LBL_DELETE,Delete,apagar
LBL_EMAIL,Email,correio eletrônico
LBL_NAME,Name / Email,nome / email
LBL_ROLE,Role,função
LBL_STATUS,Status,"status - estado, situação."
LBL_SUP,Supplier Name,nome do fornecedor
LBL_FACT,Factory Name,nome da fábrica
LBL_USER_TYPE_NAME,UserType Name,tipo de usuário
PH_NAME,Please enter user name or Email,"por favor, insira o nome de usuário ou o e-mail."
LBL_SEARCH,SEARCH,buscar
LBL_ADD,Add User,adicionar usuário
LBL_PHONE_NUMBER,Phone number,número de telefone
LBL_WEBSITE,Website,site da web
LBL_SEGMENT,Segment,"segment significa ""segmento"" em português."
LBL_PROFILE,profile,perfil
LBL_USER_TYPE,User Type,tipo de usuário
LBL_DROP_TYPE,Select Type,selecionar tipo.
LBL_CURRENT_PLAN,Current Plan,plano atual
LBL_PLAN_TYPE,Plan Type,tipo de plano
LBL_RENEWAL_DATE,Renewal Date,data de renovação
LBL_USER_ANALYSIS,User Analysis,análise do usuário.
LBL_PACK_NAME,Package Name,nome do pacote.
LBL_PACK_DURATION,Package Duration,duração do pacote
LBL_START_DATE,Package Start Date,data de início do pacote
LBL_END_DATE,Package End Date,data de término do pacote
LBL_DURATION,Duration,duração
LBL_AMOUNT,Total Price,preço total.
LBL_TOTAL_USER,Total User,usuário total.
LBL_REMAIN_USER,Remaining User,usuário restante
LBL_HISTORY,Subscription History,histórico de assinaturas.
LBL_SAVE,Save,salvar
SAVE_RESULT,Save Result,salvar resultado
MSG_UNKNONW_ERROR,Unknow error has occured,ocorreu um erro desconhecido.
SAVE_OK,User is saved succesfully!,o usuário foi salvo com sucesso!
MSG_CANNOT_ADDUSER,Cannot add user,não é possível adicionar usuário.
MSG_CURRENTUSER_NOTFOUND,Cannot find current user,não é possível encontrar o usuário atual.
MSG_USER_EXISTS,Cannot save user because it exists in database,não é possível salvar o usuário porque ele já existe no banco de dados.
LBL_CONTACT_NAME,Contact Name,nome do contato
LBL_USERNAME,User Name,nome de usuário
LBL_PASSWORD,Password,senha
LBL_CONFIRM_PASSWORD,Confirm Password,confirmar senha
LBL_USER_ADD,Add User,adicionar usuário
LBL_USER_EDIT,Edit User,editar usuário
LBL_FULL_NAME,Full Name,nome completo
MSG_DELETE_USER,Are you sure you want to remove user,você tem certeza de que deseja remover o usuário?
LBL_BASIC_INFO,Basic Info.,informações básicas.
LBL_SUB_PERIOD,Subscription Period,período de assinatura.
LBL_RENEW_DATE,Renewal Date,data de renovação.
LBL_INVOICE,Invoice#,fatura#
LBL_SUBSCRIPTION_HISTRY,Payment History,histórico de pagamentos
LBL_APPLICATION,Application(s),aplicativo(s)
LBL_TITLE,Organization Detail,detalhes da organização.
LBL_SUB_TITLE,Main Details,detalhes principais
LBL_NAME,Organization Name,nome da organização.
LBL_STARTDATE,Start Date,data de início
LBL_EMAIL,Email,e-mail
LBL_PHONE,Phone,telefone
LBL_WEBSITE,Website,site da web
LBL_MARKET_SEGMENT,Segment,"segment significa ""segmento"" em português."
LBL_SELECT,Select,selecionar
LBL_BUSINESS_TYPE,Profile,perfil
LBL_BUSINESS_COUNTRY,Business Country,país de negócios
LBL_COMMENTS,Comments,comentários
TAB_ADDRESS,Address,endereço
LBL_ADD,Add,adicionar
LBL_ADDRESS_TYPE,Address Type,tipo de endereço
LBL_OFFICENAME_ADDRESS,Office Name/Address,nome/endereço do escritório
LBL_BOXPOST,BoxPost,caixapostal
LBL_ZIPCODE,Zip Code,código postal.
LBL_COUNTRY,Country,país
LBL_CITY,City,cidade.
LBL_SAVE,Save,salvar
MSG_NAME_REQ,Organization name is required,o nome da organização é obrigatório.
MSG_STARTDATE_REQ,StartDate is required,a data de início é obrigatória.
SAVE_RESULT,Save result,salvar resultado.
SAVE_OK,Organization is saved succefully!,a organização foi salva com sucesso!
MSG_CURRENTSUPP_NOTFOUND,Cannot find current organization,não é possível encontrar a organização atual.
MSG_COMPANY_EXISTS,Organization Already Exists,a organização já existe.
MSG_DUPLICATE_COMPANY_EXISTS,Duplicate Organization Name Found,nome da organização duplicado encontrado
MSG_DUPLICATE_GLCODE_EXISTS,Duplicate GLCode Found,código gl duplicado encontrado.
MSG_DUPLICATE_EMAIL_EXISTS,Duplicate Email Found,email duplicado encontrado.
MSG_UNKNONW_ERROR,Unknow error has occured,ocorreu um erro desconhecido.
TITLE,Organization Brand,marca da organização
LBL_MAIN,Main Details,detalhes principais.
TAB_BRAND,Brand,marca.
LBL_COMPANY,Organization,organização
LBL_ADD,Add,adicionar
LBL_SAVE,Save,salvar
MSG_NAME_REQ,Brand is required,marca é obrigatória.
MSG_BRANDCODE_REQ,BrandCode is required,brandcode é obrigatório.
MSG_ID_REQ,Organization is required,organização é necessária.
SAVE_RESULT,Save result,salvar resultado
SAVE_OK,Organization Brand is saved succefully!,a marca da organização foi salva com sucesso!
MSG_CANNOT_ADDCOMPANYBRAND,Cannot Add OrganizationBrand,não é possível adicionar marca de organização.
MSG_CURRENTBRAND_NOTFOUND,Current Organization Brand Not Found,marca da organização atual não encontrada
MSG_COMPANYBRAND_EXISTS,Organization Brand does noe exist,a marca da organização não existe.
LBL_SELECT,Select,selecionar
LBL_BRAND_NAME,Brand Name,nome da marca
LBL_BRAND_CODE,Brand Code,código da marca.
TITLE,Organization Department,departamento de organização
LBL_COMPANY_TITLE,Organization Details,detalhes da organização
LBL_COMPANY,Organization,organização
LBL_SELECT,Select,selecionar
LBL_DEPARTMENT,Department Details,detalhes do departamento
LBL_ADD,Add,adicionar
LBL_NAME,Name,nome
LBL_CODE,Code,código
LBL_REMOVE,Remove,remover
MSG_COMPANY_REQ,Organization is required,organização é necessária.
MSG_NAME_REQ,Name is required,nome é obrigatório.
MSG_CODE_REQ,Code is required,código é obrigatório
LBL_NOITEMS,No items was found,nenhum item foi encontrado.
LBL_CONFIRMDELETION,Confirm deletion,confirmar exclusão
MSG_CONFRMDELETE,Are you sure  you want to remove contact ,tem certeza de que deseja remover o contato?
LBL_SAVE,Save,salvar
LBL_RESET,Reset,redefinir.
LBL_RETURN,Return,retorno
MSG_SAVE_SUCCESS,Department is successfully saved,o departamento foi salvo com sucesso.
LBL_INFO,Company,empresa
LBL_CONTACT,Contacts,contatos
LBL_SERVICE,Service,serviço
LBL_BRAND,Brand,marca
LBL_DEPARTMENT,Department,departamento
LBL_PROFILE,Information,informação
LBL_SEASON,Season,temporada
LBL_SEASON,Season,temporada
LBL_CODE,Code,código.
LBL_SEASON_NAME,Please enter season name,"por favor, insira o nome da estação."
LBL_SEASON_CODE,Please enter code,"por favor, insira o código."
MSG_SAVE_SUCCESS,Season is successfully saved,a temporada foi salva com sucesso.
MSG_CANNOT_SAVE_SEASON,Error : Season cannot be saved,erro: a temporada não pode ser salva.
MSG_CURRENT_SEASON_NOTFOUND,Error : The current Season is not found,erro: a temporada atual não foi encontrada.
MSG_DUPLICATE_NAME,Error: The Season already exists,erro: a estação já existe.
MSG_DELETE_SEASON,Season Deleted successfully,temporada excluída com sucesso.
MSG_CANNOT_DELETE,"Error: Cannot Delete, please contact IT-Team","erro: não é possível deletar, por favor entre em contato com a equipe de ti."
MSG_NAME_REQ,Season Name is required ,o nome da temporada é obrigatório.
MSQ_CODE_REQ,Code is  required,código é obrigatório.
LBL_NAME,Name,nome.
LBL_CONFIRM_PLAN,Confirm Plan,confirmar plano
LBL_PLAN_TEXT,Are you sure do you want to choose this plan,você tem certeza de que deseja escolher este plano?
LBL_ORG,Organization,organização
LBL_DURATION,Duration,duração
LBL_PACKAGE_PRICE,Package price,preço do pacote.
LBL_MSG_EXTRA_USER,Price for extra users,preço para usuários extras.
LBL_USER,users,usuários
LBL_TOTAL_PRICE,Total price,preço total.
LBL_CANCEL,Cancel,cancelar
LBL_CONFIRM,Confirm,confirmar
LBL_PLAN,Plan,plano
LBL_SUCCESS,successfully added,adicionado com sucesso.
LBL_SUC_PURCHASE,successfully purchased for organization,comprado com sucesso para a organização.
LBL_DEL_RECORD,Delete the record?,excluir o registro.
LBL_MSG,Are you sure you want to delete the,você tem certeza de que deseja deletar isso?
LBL_CANCEL,Cancel,cancelar.
LBL_DELETE,Delete,apagar
LBL_ADD_APPL,Add Application,adicionar aplicativo
LBL_TEXT,or add application,adicionar aplicativo.
LBL_BOOKING,Bookings,reservas
LBL_FILLING_PENDING,Filling Pending,aguardando preenchimento.
LBL_BOOKING_WEEK, Reports this week - From,relatórios desta semana - de
LBL_REPORT_TITLE,Report Title,título do relatório.
LBL_PRODUCTID,Product Reference,referência do produto.
LBL_DATE,Date,data
LBL_FILLING,Filling,preenchimento
LBL_INSP_NO,Insp No,número de insp.
LBL_PO,Po,"sim, claro! a tradução para português de ""po"" é ""sim"" ou ""certo""."
LBL_FAC_ADD,Factory Address,endereço da fábrica
LBL_INSPECTION_PARTY,Inspection Party,equipe de inspeção.
LBL_SERVICE_TYPE,Service Type,tipo de serviço
LBL_PRODUCT,Product,produto
LBL_INSPECTION_COMPANY,Inspection Company,empresa de inspeção
LBL_BOOKING,Date,data
LBL_AUDIT_NUMBER,Audit Number,número de auditoria
LBL_AUDIT_REPORT_TITLE,Report Title,título do relatório
LBL_FILLING_ICON,Filling,preenchimento
LBL_FILLING,Filling,preenchimento
LBL_FAC_ADD,Factory Address,endereço da fábrica.
LBL_AUDIT_BY,Audit By,auditoria por.
LBL_AUDIT_RESPONSIBLE,Audit Responsible,responsável pela auditoria.
LBL_SERVICE_TYPE,Service Type,tipo de serviço
LBL_REPORT_FILL_NOW,Report Fill Now,preencher relatório agora.
LBL_NO_BOOKING,No Booking,sem reserva
LBL_UPCOMING,Upcoming,próximos.
LBL_IN_PROGRESS,In Progress,em andamento
LBL_REPORT_FILLED,Report Filled,relatório preenchido
LBL_RECORDS_PER_PAGE,Records per page,registros por página.
LBL_TITLE,Inspector Analytics,inspetor de análises.
LBL_INSPECTOR,Inspectors,fiscalizadores
LBL_REPORTS,Reports,relatórios
LBL_AVG_INSP_TIME,Avg. inspection time,tempo médio de inspeção.
LBL_HRS,Hrs,horas
LBL_FACTORY_VISITED,Factory visited,fábrica visitada.
LBL_REPORT_MAKE_TIME,Avg. report making time,tempo médio de elaboração de relatório.
LBL_REPORT_DETAILS,Report Details,detalhes do relatório
LBL_TOTAL_REPORTS,Total Reports,relatórios totais
LBL_REJECTION,Rejection,rejeição
LBL_DEFECT,Defect Type,tipo de defeito
LBL_BORDER_TYPE,Border Line Type,tipo de limite.
LBL_BORDER_LINE,Border Line,limite.
LBL_TOP,Top,top em português é topo.
LBL_FACTORIES,factories,fábricas
LBL_INSPEC,Inspector,inspetor.
LBL_TYPE,Type,tipo
LBL_NO_INSPECTION,No. of inspections,número de inspeções
LBL_FACTORY_VISIT,Factory visited,fábrica visitada
LBL_REJECT_RATE,Rejection rate,taxa de rejeição
LBL_DEFECT_RATE,Defect rate,taxa de defeitos.
LBL_BORDER_LINE_RATE,Border line rate,taxa de limite de fronteira.
LBL_BORDER_LINEN1_RATE,Border line(+1) rate,taxa de limite (+1)
LBL_COMPLAINT_RATE,Complaint rate,taxa de reclamações.
LBL_SCORE_CARD,Score card,cartão de pontuação.
LBL_QA_SCORE_CARD,QC Scorecard,placar de qualidade e custos.
LBL_TYPE,Type:,tipo:
LBL_ORGANIZATION,Organization:,organização
LBL_SPECIALIZATION,Specialization,especialização
LBL_METRIX,Metrix,"a tradução para português de ""metrix"" é ""métrica""."
LBL_INSPECTIONS,Inspections,inspeções
LBL_PCS_INSPECTED,Pcs. Inspected,peças inspecionadas.
LBL_AVG_PCS_INSPECTED,Avg. Pcs inspected,média de pcs inspecionados.
LBL_REPORT_MAKE_TIME,Avg. Inspection time,tempo médio de inspeção
